timestamp,temp_c,humidity_pct,toxic1,toxic2,toxic1_band,toxic2_band,overall_status
2025-01-01 00:58:00,30.8,54.3,3125,2692,HAZARD,HAZARD,HAZARD
2025-01-01 00:59:00,32.3,57.1,3018,2661,HAZARD,HAZARD,HAZARD
2025-01-01 01:00:00,30.2,57.6,3503,2575,HAZARD,HAZARD,HAZARD
2025-01-01 01:01:00,31.3,55.2,3072,2279,HAZARD,SAFE,HAZARD
2025-01-01 01:02:00,31.7,57.8,3446,2448,HAZARD,SAFE,HAZARD
2025-01-01 01:03:00,32.1,57.8,3304,2576,HAZARD,HAZARD,HAZARD
2025-01-01 01:04:00,32.2,56.3,3253,2464,HAZARD,SAFE,HAZARD
2025-01-01 01:05:00,32.3,61.3,3167,2377,HAZARD,SAFE,HAZARD
2025-01-01 01:06:00,31.4,58,3491,2453,HAZARD,SAFE,HAZARD
2025-01-01 01:07:00,31.4,59.4,3122,2459,HAZARD,SAFE,HAZARD
2025-01-01 01:08:00,32.4,54.2,3117,2244,HAZARD,SAFE,HAZARD
2025-01-01 01:09:00,31.6,54.1,3270,2341,HAZARD,SAFE,HAZARD
2025-01-01 01:10:00,30.8,57.9,3100,2471,HAZARD,SAFE,HAZARD
2025-01-01 01:11:00,30.9,60.7,3052,2492,HAZARD,SAFE,HAZARD
2025-01-01 01:12:00,31.1,54.9,3158,2420,HAZARD,SAFE,HAZARD
2025-01-01 01:13:00,32.3,57.2,3240,2345,HAZARD,SAFE,HAZARD
2025-01-01 01:14:00,32,54.4,3375,2366,HAZARD,SAFE,HAZARD
2025-01-01 01:15:00,32.5,55.3,3392,2301,HAZARD,SAFE,HAZARD
2025-01-01 01:16:00,31.6,57.1,2920,2369,HAZARD,SAFE,HAZARD
2025-01-01 01:17:00,32.1,55.7,3253,2471,HAZARD,SAFE,HAZARD
2025-01-01 01:18:00,32.5,54.1,3003,2642,HAZARD,HAZARD,HAZARD
2025-01-01 01:19:00,31.8,54,3002,2239,HAZARD,SAFE,HAZARD
2025-01-01 01:20:00,32.4,52.8,3042,2508,HAZARD,HAZARD,HAZARD
2025-01-01 01:21:00,31.5,57.5,3028,2409,HAZARD,SAFE,HAZARD
2025-01-01 01:22:00,31.8,57.7,2965,2188,HAZARD,SAFE,HAZARD
2025-01-01 01:23:00,31.8,57.6,2808,2350,HAZARD,SAFE,HAZARD
2025-01-01 01:24:00,31.2,54.6,3254,2339,HAZARD,SAFE,HAZARD
2025-01-01 01:25:00,32.6,58.4,3181,2356,HAZARD,SAFE,HAZARD
2025-01-01 01:26:00,31.8,57.7,3065,2469,HAZARD,SAFE,HAZARD
2025-01-01 01:27:00,32.2,56.3,2945,2569,HAZARD,HAZARD,HAZARD
2025-01-01 01:28:00,32.6,55.9,3203,2492,HAZARD,SAFE,HAZARD
2025-01-01 01:29:00,32.6,54.9,3041,2370,HAZARD,SAFE,HAZARD
2025-01-01 01:30:00,32.8,56.6,2974,2380,HAZARD,SAFE,HAZARD
2025-01-01 01:31:00,32.2,59.4,2839,2571,HAZARD,HAZARD,HAZARD
2025-01-01 01:32:00,32,58.4,3095,2224,HAZARD,SAFE,HAZARD
2025-01-01 01:33:00,32.3,55.5,2985,2475,HAZARD,SAFE,HAZARD
2025-01-01 01:34:00,31,57.1,3050,2210,HAZARD,SAFE,HAZARD
2025-01-01 01:35:00,31.3,53.8,3034,2166,HAZARD,SAFE,HAZARD
2025-01-01 01:36:00,31.4,57.4,3084,2401,HAZARD,SAFE,HAZARD
2025-01-01 01:37:00,31.7,54.2,3028,2148,HAZARD,SAFE,HAZARD
2025-01-01 01:38:00,32.8,57.2,2960,2285,HAZARD,SAFE,HAZARD
2025-01-01 01:39:00,31.8,61.8,3058,2477,HAZARD,SAFE,HAZARD
2025-01-01 01:40:00,32.2,54.6,3100,2224,HAZARD,SAFE,HAZARD
2025-01-01 01:41:00,33.6,61.6,3166,2520,HAZARD,HAZARD,HAZARD
2025-01-01 01:42:00,32.3,56.7,2840,2072,HAZARD,SAFE,HAZARD
2025-01-01 01:43:00,33.2,54.2,3103,2434,HAZARD,SAFE,HAZARD
2025-01-01 01:44:00,31.9,54,2774,2165,HAZARD,SAFE,HAZARD
2025-01-01 01:45:00,32.5,60.3,3081,2294,HAZARD,SAFE,HAZARD
2025-01-01 01:46:00,31.9,56.5,2883,2337,HAZARD,SAFE,HAZARD
2025-01-01 01:47:00,32.4,54.4,3050,2281,HAZARD,SAFE,HAZARD
2025-01-01 01:48:00,33.4,55.1,3123,2282,HAZARD,SAFE,HAZARD
2025-01-01 01:49:00,31.4,56.3,2966,2149,HAZARD,SAFE,HAZARD
2025-01-01 01:50:00,33.1,55.4,2934,2462,HAZARD,SAFE,HAZARD
2025-01-01 01:51:00,33,56,2922,2170,HAZARD,SAFE,HAZARD
2025-01-01 01:52:00,32.3,58.9,2873,2168,HAZARD,SAFE,HAZARD
2025-01-01 01:53:00,31.7,53,3059,2291,HAZARD,SAFE,HAZARD
2025-01-01 01:54:00,32.9,56.5,2906,2224,HAZARD,SAFE,HAZARD
2025-01-01 01:55:00,32.5,55,2653,2391,HAZARD,SAFE,HAZARD
2025-01-01 01:56:00,33.1,54.2,3015,2238,HAZARD,SAFE,HAZARD
2025-01-01 01:57:00,32.9,57.3,3004,2295,HAZARD,SAFE,HAZARD
2025-01-01 01:58:00,34.2,52.2,2905,2307,HAZARD,SAFE,HAZARD
2025-01-01 01:59:00,32.8,50.3,2800,2400,HAZARD,SAFE,HAZARD
2025-01-01 02:00:00,32.2,55.4,2751,2233,HAZARD,SAFE,HAZARD
2025-01-01 02:01:00,33.2,54.7,2791,2106,HAZARD,SAFE,HAZARD
2025-01-01 02:02:00,33.2,52.2,2904,2199,HAZARD,SAFE,HAZARD
2025-01-01 02:03:00,34.2,51.5,2654,2412,HAZARD,SAFE,HAZARD
2025-01-01 02:04:00,33.8,58.7,2921,2323,HAZARD,SAFE,HAZARD
2025-01-01 02:05:00,33.4,55.7,2874,2243,HAZARD,SAFE,HAZARD
2025-01-01 02:06:00,34.3,54.8,3015,2289,HAZARD,SAFE,HAZARD
2025-01-01 02:07:00,32.2,59.1,2940,2251,HAZARD,SAFE,HAZARD
2025-01-01 02:08:00,32.7,56.7,2765,2366,HAZARD,SAFE,HAZARD
2025-01-01 02:09:00,32.5,58.2,2644,2315,HAZARD,SAFE,HAZARD
2025-01-01 02:10:00,32.9,52.3,2743,2245,HAZARD,SAFE,HAZARD
2025-01-01 02:11:00,32.1,52.2,3003,2376,HAZARD,SAFE,HAZARD
2025-01-01 02:12:00,33.8,55.8,2867,2403,HAZARD,SAFE,HAZARD
2025-01-01 02:13:00,33.1,55.3,2899,2170,HAZARD,SAFE,HAZARD
2025-01-01 02:14:00,32.1,57,2747,2171,HAZARD,SAFE,HAZARD
2025-01-01 02:15:00,32.5,51.2,2876,2533,HAZARD,HAZARD,HAZARD
2025-01-01 02:16:00,33.6,55.8,2631,2336,HAZARD,SAFE,HAZARD
2025-01-01 02:17:00,34,56.4,2920,2449,HAZARD,SAFE,HAZARD
2025-01-01 02:18:00,35,56.2,2665,2362,HAZARD,SAFE,HAZARD
2025-01-01 02:19:00,35.8,53.5,2562,2313,HAZARD,SAFE,HAZARD
2025-01-01 02:20:00,33.8,55.3,3065,2026,HAZARD,SAFE,HAZARD
2025-01-01 02:21:00,32.7,52.7,2805,2125,HAZARD,SAFE,HAZARD
2025-01-01 02:22:00,31.8,53.6,2797,2330,HAZARD,SAFE,HAZARD
2025-01-01 02:23:00,33.7,52.1,2555,2157,HAZARD,SAFE,HAZARD
2025-01-01 02:24:00,32.9,52.6,2849,2239,HAZARD,SAFE,HAZARD
2025-01-01 02:25:00,33.2,53.6,2876,2354,HAZARD,SAFE,HAZARD
2025-01-01 02:26:00,33.1,53.1,2741,2267,HAZARD,SAFE,HAZARD
2025-01-01 02:27:00,33.5,52.5,2866,2294,HAZARD,SAFE,HAZARD
2025-01-01 02:28:00,34.5,51.4,2895,2401,HAZARD,SAFE,HAZARD
2025-01-01 02:29:00,33.8,57.9,2813,2411,HAZARD,SAFE,HAZARD
2025-01-01 02:30:00,33.5,52.9,2485,2239,SAFE,SAFE,SAFE
2025-01-01 02:31:00,32.8,54.5,2602,2384,HAZARD,SAFE,HAZARD
2025-01-01 02:32:00,32.4,50.3,2937,2137,HAZARD,SAFE,HAZARD
2025-01-01 02:33:00,33.3,56.5,2740,2266,HAZARD,SAFE,HAZARD
2025-01-01 02:34:00,33.7,54.1,2735,2301,HAZARD,SAFE,HAZARD
2025-01-01 02:35:00,35.2,52.9,2620,2226,HAZARD,SAFE,HAZARD
2025-01-01 02:36:00,33.9,52.8,2638,2211,HAZARD,SAFE,HAZARD
2025-01-01 02:37:00,34.6,55.4,2853,2111,HAZARD,SAFE,HAZARD
2025-01-01 02:38:00,33.4,47.7,2885,2228,HAZARD,SAFE,HAZARD
2025-01-01 02:39:00,32.9,52,2795,2054,HAZARD,SAFE,HAZARD
2025-01-01 02:40:00,33.1,53.3,2761,2214,HAZARD,SAFE,HAZARD
2025-01-01 02:41:00,33.3,53.3,2765,2234,HAZARD,SAFE,HAZARD
2025-01-01 02:42:00,35.6,58.5,2676,2307,HAZARD,SAFE,HAZARD
2025-01-01 02:43:00,33.3,52.8,2535,2094,HAZARD,SAFE,HAZARD
2025-01-01 02:44:00,34.6,55.4,2504,2259,HAZARD,SAFE,HAZARD
2025-01-01 02:45:00,33.2,57,2827,2283,HAZARD,SAFE,HAZARD
2025-01-01 02:46:00,34.7,54.7,2660,2216,HAZARD,SAFE,HAZARD
2025-01-01 02:47:00,34.3,52,2716,2266,HAZARD,SAFE,HAZARD
2025-01-01 02:48:00,33.9,50.7,2679,2244,HAZARD,SAFE,HAZARD
2025-01-01 02:49:00,34,54.8,2679,1927,HAZARD,SAFE,HAZARD
2025-01-01 02:50:00,33.5,56.5,2684,2109,HAZARD,SAFE,HAZARD
2025-01-01 02:51:00,34.4,54.3,2721,2445,HAZARD,SAFE,HAZARD
2025-01-01 02:52:00,33.7,55.6,2540,2279,HAZARD,SAFE,HAZARD
2025-01-01 02:53:00,33.1,58.3,2769,2139,HAZARD,SAFE,HAZARD
2025-01-01 02:54:00,33.1,54.8,2533,2243,HAZARD,SAFE,HAZARD
2025-01-01 02:55:00,34.3,50.9,2645,2279,HAZARD,SAFE,HAZARD
2025-01-01 02:56:00,35.4,53.2,2469,2368,SAFE,SAFE,SAFE
2025-01-01 02:57:00,34.3,55.8,2585,2154,HAZARD,SAFE,HAZARD
2025-01-01 02:58:00,34.1,52.5,2521,2129,HAZARD,SAFE,HAZARD
2025-01-01 02:59:00,34.5,56,2597,2138,HAZARD,SAFE,HAZARD
2025-01-01 03:00:00,35.3,52.8,2677,2128,HAZARD,SAFE,HAZARD
2025-01-01 03:01:00,34.4,53.6,2593,2122,HAZARD,SAFE,HAZARD
2025-01-01 03:02:00,34,52.2,6338,8619,TOXIC,TOXIC,TOXIC
2025-01-01 03:03:00,35.2,53.2,6026,8247,TOXIC,TOXIC,TOXIC
2025-01-01 03:04:00,34.7,53.2,5739,7996,TOXIC,TOXIC,TOXIC
2025-01-01 03:05:00,35.6,49.6,5600,7932,TOXIC,TOXIC,TOXIC
2025-01-01 03:06:00,34.5,51.9,5506,7356,TOXIC,TOXIC,TOXIC
2025-01-01 03:07:00,33.4,50.2,5308,7195,TOXIC,TOXIC,TOXIC
2025-01-01 03:08:00,33.3,51.9,4940,6794,HAZARD,TOXIC,TOXIC
2025-01-01 03:09:00,35.7,51.1,5036,6793,TOXIC,TOXIC,TOXIC
2025-01-01 03:10:00,35.8,54.7,4692,6597,HAZARD,TOXIC,TOXIC
2025-01-01 03:11:00,34.3,54.6,4785,6171,HAZARD,TOXIC,TOXIC
2025-01-01 03:12:00,34.2,53.7,4740,5992,HAZARD,TOXIC,TOXIC
2025-01-01 03:13:00,35.6,50,4537,5954,HAZARD,TOXIC,TOXIC
2025-01-01 03:14:00,33.6,52.3,4120,5671,HAZARD,TOXIC,TOXIC
2025-01-01 03:15:00,33.8,49.8,4088,5686,HAZARD,TOXIC,TOXIC
2025-01-01 03:16:00,35,52.2,4276,5235,HAZARD,TOXIC,TOXIC
2025-01-01 03:17:00,34.2,53.7,3825,5330,HAZARD,TOXIC,TOXIC
2025-01-01 03:18:00,34.6,54.4,4107,5309,HAZARD,TOXIC,TOXIC
2025-01-01 03:19:00,34.4,53.3,4071,4965,HAZARD,HAZARD,HAZARD
2025-01-01 03:20:00,34.9,54.9,4012,4717,HAZARD,HAZARD,HAZARD
2025-01-01 03:21:00,35.7,52.8,3772,4573,HAZARD,HAZARD,HAZARD
2025-01-01 03:22:00,34.7,51.8,3783,4518,HAZARD,HAZARD,HAZARD
2025-01-01 03:23:00,35.2,54,3687,4493,HAZARD,HAZARD,HAZARD
2025-01-01 03:24:00,33,54,3421,4143,HAZARD,HAZARD,HAZARD
2025-01-01 03:25:00,34.6,51.2,3625,4166,HAZARD,HAZARD,HAZARD
2025-01-01 03:26:00,34,52.9,3643,4113,HAZARD,HAZARD,HAZARD
2025-01-01 03:27:00,33.7,51.6,3502,4173,HAZARD,HAZARD,HAZARD
2025-01-01 03:28:00,34,48.1,3304,4115,HAZARD,HAZARD,HAZARD
2025-01-01 03:29:00,34.5,53,3401,3807,HAZARD,HAZARD,HAZARD
2025-01-01 03:30:00,35.5,49.5,3418,3615,HAZARD,HAZARD,HAZARD
2025-01-01 03:31:00,33.7,52.7,3355,3672,HAZARD,HAZARD,HAZARD
2025-01-01 03:32:00,34.8,48.9,3292,3600,HAZARD,HAZARD,HAZARD
2025-01-01 03:33:00,34.4,50.5,2934,3638,HAZARD,HAZARD,HAZARD
2025-01-01 03:34:00,34.6,51.1,3131,3389,HAZARD,HAZARD,HAZARD
2025-01-01 03:35:00,35.6,54.3,3120,3262,HAZARD,HAZARD,HAZARD
2025-01-01 03:36:00,35.3,50.8,3129,3306,HAZARD,HAZARD,HAZARD
2025-01-01 03:37:00,35.9,49.7,3029,3209,HAZARD,HAZARD,HAZARD
2025-01-01 03:38:00,34.8,52.6,3117,3148,HAZARD,HAZARD,HAZARD
2025-01-01 03:39:00,34.3,51.4,2678,3037,HAZARD,HAZARD,HAZARD
2025-01-01 03:40:00,34.7,53.4,2931,2942,HAZARD,HAZARD,HAZARD
2025-01-01 03:41:00,35.1,49.8,2890,3096,HAZARD,HAZARD,HAZARD
2025-01-01 03:42:00,35.1,52.2,2911,3010,HAZARD,HAZARD,HAZARD
2025-01-01 03:43:00,34.1,56.7,2958,2846,HAZARD,HAZARD,HAZARD
2025-01-01 03:44:00,35,51.2,2638,2980,HAZARD,HAZARD,HAZARD
2025-01-01 03:45:00,35.2,52.1,2899,2645,HAZARD,HAZARD,HAZARD
2025-01-01 03:46:00,37,48.3,2790,2763,HAZARD,HAZARD,HAZARD
2025-01-01 03:47:00,36.5,49.9,2645,2793,HAZARD,HAZARD,HAZARD
2025-01-01 03:48:00,34.3,52.5,2534,2854,HAZARD,HAZARD,HAZARD
2025-01-01 03:49:00,34.8,50.9,2644,2635,HAZARD,HAZARD,HAZARD
2025-01-01 03:50:00,33.9,52.8,2632,2786,HAZARD,HAZARD,HAZARD
2025-01-01 03:51:00,34.6,52.4,2617,2559,HAZARD,HAZARD,HAZARD
2025-01-01 03:52:00,35.3,48.9,2480,2690,SAFE,HAZARD,HAZARD
2025-01-01 03:53:00,36.1,53.5,2609,2755,HAZARD,HAZARD,HAZARD
2025-01-01 03:54:00,34.5,49,2467,2431,SAFE,SAFE,SAFE
2025-01-01 03:55:00,34.6,49.9,2643,2530,HAZARD,HAZARD,HAZARD
2025-01-01 03:56:00,33.4,51.9,2685,2547,HAZARD,HAZARD,HAZARD
2025-01-01 03:57:00,35,54.5,2364,2326,SAFE,SAFE,SAFE
2025-01-01 03:58:00,34.3,49.4,2452,2486,SAFE,SAFE,SAFE
2025-01-01 03:59:00,34.8,51.7,2545,2353,HAZARD,SAFE,HAZARD
2025-01-01 04:00:00,34.5,51.7,2446,2300,SAFE,SAFE,SAFE
2025-01-01 04:01:00,35.1,52.6,2235,2325,SAFE,SAFE,SAFE
2025-01-01 04:02:00,33.8,53.7,2487,2297,SAFE,SAFE,SAFE
2025-01-01 04:03:00,34.1,50.5,2296,2420,SAFE,SAFE,SAFE
2025-01-01 04:04:00,37,53.3,2203,1994,SAFE,SAFE,SAFE
2025-01-01 04:05:00,34.2,53.9,2055,2245,SAFE,SAFE,SAFE
2025-01-01 04:06:00,34.4,54.8,2264,1929,SAFE,SAFE,SAFE
2025-01-01 04:07:00,36.8,52.2,2113,2037,SAFE,SAFE,SAFE
2025-01-01 04:08:00,37.6,51.5,2266,1965,SAFE,SAFE,SAFE
2025-01-01 04:09:00,34.4,50.2,2127,1838,SAFE,SAFE,SAFE
2025-01-01 04:10:00,35,48.2,2090,2150,SAFE,SAFE,SAFE
2025-01-01 04:11:00,35.6,50.6,2192,1985,SAFE,SAFE,SAFE
2025-01-01 04:12:00,36.7,51.3,2009,1883,SAFE,SAFE,SAFE
2025-01-01 04:13:00,34.6,50.9,2348,2009,SAFE,SAFE,SAFE
2025-01-01 04:14:00,35.2,52.2,2149,2076,SAFE,SAFE,SAFE
2025-01-01 04:15:00,36,48.1,2054,1866,SAFE,SAFE,SAFE
2025-01-01 04:16:00,35.7,50.6,2069,1961,SAFE,SAFE,SAFE
2025-01-01 04:17:00,35.1,55,2114,2067,SAFE,SAFE,SAFE
2025-01-01 04:18:00,35.3,53,2226,1967,SAFE,SAFE,SAFE
2025-01-01 04:19:00,34.3,52.2,1994,2007,SAFE,SAFE,SAFE
2025-01-01 04:20:00,35.2,51.7,2052,1913,SAFE,SAFE,SAFE
2025-01-01 04:21:00,35.2,50.2,2085,1766,SAFE,SAFE,SAFE
2025-01-01 04:22:00,35.6,47.4,2271,1908,SAFE,SAFE,SAFE
2025-01-01 04:23:00,35,51.8,2201,1871,SAFE,SAFE,SAFE
2025-01-01 04:24:00,35.9,46,2267,1917,SAFE,SAFE,SAFE
2025-01-01 04:25:00,36.3,50.2,2075,1865,SAFE,SAFE,SAFE
2025-01-01 04:26:00,35.6,50.8,2238,1941,SAFE,SAFE,SAFE
2025-01-01 04:27:00,35.8,49.9,2214,1880,SAFE,SAFE,SAFE
2025-01-01 04:28:00,35.6,55.1,2140,2004,SAFE,SAFE,SAFE
2025-01-01 04:29:00,35.5,54.4,2145,1979,SAFE,SAFE,SAFE
2025-01-01 04:30:00,35,52.8,1976,1806,SAFE,SAFE,SAFE
2025-01-01 04:31:00,35.8,48.9,2261,2043,SAFE,SAFE,SAFE
2025-01-01 04:32:00,35.5,54.6,2008,1822,SAFE,SAFE,SAFE
2025-01-01 04:33:00,37.2,51.9,2100,1774,SAFE,SAFE,SAFE
2025-01-01 04:34:00,36.8,48.8,2109,2010,SAFE,SAFE,SAFE
2025-01-01 04:35:00,35.9,50.7,1859,1825,SAFE,SAFE,SAFE
2025-01-01 04:36:00,35,52.6,2012,1898,SAFE,SAFE,SAFE
2025-01-01 04:37:00,34.7,49.5,2038,1742,SAFE,SAFE,SAFE
2025-01-01 04:38:00,36.6,50.9,1996,1840,SAFE,SAFE,SAFE
2025-01-01 04:39:00,35.8,51.3,2000,1864,SAFE,SAFE,SAFE
2025-01-01 04:40:00,36,48.4,2179,1830,SAFE,SAFE,SAFE
2025-01-01 04:41:00,34.3,50,1896,1813,SAFE,SAFE,SAFE
2025-01-01 04:42:00,36.4,48.5,1839,1870,SAFE,SAFE,SAFE
2025-01-01 04:43:00,36,52.3,1916,1971,SAFE,SAFE,SAFE
2025-01-01 04:44:00,34.8,48.7,2071,1755,SAFE,SAFE,SAFE
2025-01-01 04:45:00,35.3,51.1,2079,1577,SAFE,SAFE,SAFE
2025-01-01 04:46:00,35.9,47.7,2046,1987,SAFE,SAFE,SAFE
2025-01-01 04:47:00,35.7,48.2,2079,1775,SAFE,SAFE,SAFE
2025-01-01 04:48:00,35.5,48.1,1996,1781,SAFE,SAFE,SAFE
2025-01-01 04:49:00,35.6,49.9,1899,1780,SAFE,SAFE,SAFE
2025-01-01 04:50:00,35.5,50.8,1843,1690,SAFE,SAFE,SAFE
2025-01-01 04:51:00,35.9,51.2,1801,1789,SAFE,SAFE,SAFE
2025-01-01 04:52:00,36.9,46.9,1921,1799,SAFE,SAFE,SAFE
2025-01-01 04:53:00,33.7,50.1,2039,1874,SAFE,SAFE,SAFE
2025-01-01 04:54:00,35.6,48.9,1969,1762,SAFE,SAFE,SAFE
2025-01-01 04:55:00,35.9,51.5,1939,1550,SAFE,SAFE,SAFE
2025-01-01 04:56:00,36,49.9,1806,1668,SAFE,SAFE,SAFE
2025-01-01 04:57:00,35.5,50.2,2238,1934,SAFE,SAFE,SAFE
2025-01-01 04:58:00,34.4,48.9,1826,1715,SAFE,SAFE,SAFE
2025-01-01 04:59:00,36.1,53.8,1935,1864,SAFE,SAFE,SAFE
2025-01-01 05:00:00,37.2,47.8,2038,1722,SAFE,SAFE,SAFE
2025-01-01 05:01:00,34.6,49.5,1919,1886,SAFE,SAFE,SAFE
2025-01-01 05:02:00,36.5,50.5,1813,1804,SAFE,SAFE,SAFE
2025-01-01 05:03:00,35.6,49.8,2003,1629,SAFE,SAFE,SAFE
2025-01-01 05:04:00,35.8,48.8,1742,1657,SAFE,SAFE,SAFE
2025-01-01 05:05:00,35,46.7,2108,1618,SAFE,SAFE,SAFE
2025-01-01 05:06:00,35.6,48.9,1930,1878,SAFE,SAFE,SAFE
2025-01-01 05:07:00,36.9,48.3,1862,1636,SAFE,SAFE,SAFE
2025-01-01 05:08:00,36.3,53.6,1719,1730,SAFE,SAFE,SAFE
2025-01-01 05:09:00,37.2,54.8,1748,1758,SAFE,SAFE,SAFE
2025-01-01 05:10:00,36.8,50.1,1876,1788,SAFE,SAFE,SAFE
2025-01-01 05:11:00,36.2,47.4,2107,1709,SAFE,SAFE,SAFE
2025-01-01 05:12:00,37.3,51.7,1904,1583,SAFE,SAFE,SAFE
2025-01-01 05:13:00,36.2,48.2,1915,1620,SAFE,SAFE,SAFE
2025-01-01 05:14:00,36.5,49.1,1917,1633,SAFE,SAFE,SAFE
2025-01-01 05:15:00,35.6,48.9,2151,1454,SAFE,SAFE,SAFE
2025-01-01 05:16:00,35.9,49.2,1812,1789,SAFE,SAFE,SAFE
2025-01-01 05:17:00,35.3,49.5,2050,1794,SAFE,SAFE,SAFE
2025-01-01 05:18:00,36.7,47.5,1811,1617,SAFE,SAFE,SAFE
2025-01-01 05:19:00,35,48.8,1772,1874,SAFE,SAFE,SAFE
